folder,image,initial_radius,delta_radius,auto_withborder,auto_noborder
K30_incid,20,15,20,15,11
K30_incid,20,20,2,15,11
K30_incid,20,20,4,15,11
K30_incid,20,20,6,15,11
K30_incid,20,20,8,15,11
K30_incid,20,20,10,15,11
K30_incid,20,20,12,15,11
K30_incid,20,20,14,15,11
K30_incid,20,20,16,15,11
K30_incid,20,20,18,15,11
K30_incid,20,20,20,15,11
K30_incid,20,25,2,15,11
K30_incid,20,25,4,15,11
K30_incid,20,25,6,14,11
K30_incid,20,25,8,15,11
K30_incid,20,25,10,14,11
K30_incid,20,25,12,14,11
K30_incid,20,25,14,14,11
K30_incid,20,25,16,14,11
K30_incid,20,25,18,14,11
K30_incid,20,25,20,14,11
K30_incid,20,30,2,13,11
K30_incid,20,30,4,13,11
K30_incid,20,30,6,13,11
K30_incid,20,30,8,13,11
K30_incid,20,30,10,13,11
K30_incid,20,30,12,13,11
K30_incid,20,30,14,13,11
K30_incid,20,30,16,13,11
K30_incid,20,30,18,13,11
K30_incid,20,30,20,13,11
K30_incid,20,35,2,11,11
K30_incid,20,35,4,11,11
K30_incid,20,35,6,11,11
K30_incid,20,35,8,11,11
K30_incid,20,35,10,11,11
K30_incid,20,35,12,11,11
K30_incid,20,35,14,11,11
K30_incid,20,35,16,11,11
K30_incid,20,35,18,11,11
K30_incid,20,35,20,11,11
K30_incid,20,40,2,0,0
K30_incid,20,40,4,0,0
K30_incid,20,40,6,0,0
K30_incid,20,40,8,0,0
K30_incid,20,40,10,0,0
K30_incid,20,40,12,0,0
K30_incid,20,40,14,0,0
K30_incid,20,40,16,0,0
K30_incid,20,40,18,0,0
K30_incid,20,40,20,0,0
K40_incid,1,5,2,47,19
K40_incid,1,5,4,34,15
K40_incid,1,5,6,29,14
K40_incid,1,5,8,28,14
K40_incid,1,5,10,29,13
K40_incid,1,5,12,24,12
K40_incid,1,5,14,25,13
K40_incid,1,5,16,24,13
K40_incid,1,5,18,23,12
K40_incid,1,5,20,22,11
K40_incid,1,10,2,37,17
K40_incid,1,10,4,29,16
K40_incid,1,10,6,27,15
K40_incid,1,10,8,26,13
K40_incid,1,10,10,26,14
K40_incid,1,10,12,25,13
K40_incid,1,10,14,25,13
K40_incid,1,10,16,22,11
K40_incid,1,10,18,23,11
K40_incid,1,10,20,23,11
K40_incid,1,15,2,42,18
K40_incid,1,15,4,34,18
K40_incid,1,15,6,30,15
K40_incid,1,15,8,31,17
K40_incid,1,15,10,27,13
K40_incid,1,15,12,28,15
K40_incid,1,15,14,24,11
K40_incid,1,15,16,24,13
K40_incid,1,15,18,24,13
K40_incid,1,15,20,24,13
K40_incid,1,20,2,35,15
K40_incid,1,20,4,28,14
K40_incid,1,20,6,24,13
K40_incid,1,20,8,23,13
K40_incid,1,20,10,24,14
K40_incid,1,20,12,23,13
K40_incid,1,20,14,23,13
K40_incid,1,20,16,22,13
K40_incid,1,20,18,22,13
K40_incid,1,20,20,22,14
K40_incid,1,25,2,36,18
K40_incid,1,25,4,28,14
K40_incid,1,25,6,25,15
K40_incid,1,25,8,24,14
K40_incid,1,25,10,23,13
K40_incid,1,25,12,22,13
K40_incid,1,25,14,23,15
K40_incid,1,25,16,20,12
K40_incid,1,25,18,19,11
K40_incid,1,25,20,19,11
K40_incid,1,30,2,23,15
K40_incid,1,30,4,21,14
K40_incid,1,30,6,20,13
K40_incid,1,30,8,20,13
K40_incid,1,30,10,21,14
K40_incid,1,30,12,18,11
K40_incid,1,30,14,18,11
K40_incid,1,30,16,18,11
K40_incid,1,30,18,18,11
K40_incid,1,30,20,18,11
K40_incid,1,35,2,20,16
K40_incid,1,35,4,20,16
K40_incid,1,35,6,19,14
K40_incid,1,35,8,18,13
K40_incid,1,35,10,18,13
K40_incid,1,35,12,18,13
K40_incid,1,35,14,18,13
K40_incid,1,35,16,18,13
K40_incid,1,35,18,18,13
K40_incid,1,35,20,18,13
K40_incid,1,40,2,14,12
K40_incid,1,40,4,14,12
K40_incid,1,40,6,14,12
K40_incid,1,40,8,14,12
K40_incid,1,40,10,14,12
K40_incid,1,40,12,14,12
K40_incid,1,40,14,14,12
K40_incid,1,40,16,14,12
K40_incid,1,40,18,14,12
K40_incid,1,40,20,14,12
K40_incid,2,5,2,36,13
K40_incid,2,5,4,30,13
K40_incid,2,5,6,25,12
K40_incid,2,5,8,30,13
K40_incid,2,5,10,27,11
K40_incid,2,5,12,24,12
K40_incid,2,5,14,23,11
K40_incid,2,5,16,23,13
K40_incid,2,5,18,21,11
K40_incid,2,5,20,25,10
K40_incid,2,10,2,40,17
K40_incid,2,10,4,34,16
K40_incid,2,10,6,31,13
K40_incid,2,10,8,27,12
K40_incid,2,10,10,29,13
K40_incid,2,10,12,25,11
K40_incid,2,10,14,28,15
K40_incid,2,10,16,26,12
K40_incid,2,10,18,28,11
K40_incid,2,10,20,27,11
K40_incid,2,15,2,34,13
K40_incid,2,15,4,27,12
K40_incid,2,15,6,28,12
K40_incid,2,15,8,23,12
K40_incid,2,15,10,25,11
K40_incid,2,15,12,22,12
K40_incid,2,15,14,23,11
K40_incid,2,15,16,22,11
K40_incid,2,15,18,20,11
K40_incid,2,15,20,20,11
K40_incid,2,20,2,32,17
K40_incid,2,20,4,27,13
K40_incid,2,20,6,25,15
K40_incid,2,20,8,25,12
K40_incid,2,20,10,22,13
K40_incid,2,20,12,21,11
K40_incid,2,20,14,18,11
K40_incid,2,20,16,19,12
K40_incid,2,20,18,21,15
K40_incid,2,20,20,19,13
K40_incid,2,25,2,31,13
K40_incid,2,25,4,25,13
K40_incid,2,25,6,22,13
K40_incid,2,25,8,18,12
K40_incid,2,25,10,22,11
K40_incid,2,25,12,19,13
K40_incid,2,25,14,18,12
K40_incid,2,25,16,17,11
K40_incid,2,25,18,17,10
K40_incid,2,25,20,20,10
K40_incid,2,30,2,27,17
K40_incid,2,30,4,24,16
K40_incid,2,30,6,21,13
K40_incid,2,30,8,22,15
K40_incid,2,30,10,20,13
K40_incid,2,30,12,20,12
K40_incid,2,30,14,20,11
K40_incid,2,30,16,18,11
K40_incid,2,30,18,18,11
K40_incid,2,30,20,18,11
K40_incid,2,35,2,24,13
K40_incid,2,35,4,19,12
K40_incid,2,35,6,17,12
K40_incid,2,35,8,17,11
K40_incid,2,35,10,20,11
K40_incid,2,35,12,16,11
K40_incid,2,35,14,15,11
K40_incid,2,35,16,15,11
K40_incid,2,35,18,15,11
K40_incid,2,35,20,15,11
K40_incid,2,40,2,15,10
K40_incid,2,40,4,14,9
K40_incid,2,40,6,12,9
K40_incid,2,40,8,12,9
K40_incid,2,40,10,12,9
K40_incid,2,40,12,12,9
K40_incid,2,40,14,12,9
K40_incid,2,40,16,12,9
K40_incid,2,40,18,12,9
K40_incid,2,40,20,12,9
K40_incid,3,5,2,27,7
K40_incid,3,5,4,18,7
K40_incid,3,5,6,21,7
K40_incid,3,5,8,17,7
K40_incid,3,5,10,17,7
K40_incid,3,5,12,18,7
K40_incid,3,5,14,17,7
K40_incid,3,5,16,16,7
K40_incid,3,5,18,20,7
K40_incid,3,5,20,17,7
K40_incid,3,10,2,20,7
K40_incid,3,10,4,18,7
K40_incid,3,10,6,18,7
K40_incid,3,10,8,17,7
K40_incid,3,10,10,17,7
K40_incid,3,10,12,17,7
K40_incid,3,10,14,16,7
K40_incid,3,10,16,17,7
K40_incid,3,10,18,16,7
K40_incid,3,10,20,16,7
K40_incid,3,15,2,25,7
K40_incid,3,15,4,23,7
K40_incid,3,15,6,19,7
K40_incid,3,15,8,22,7
K40_incid,3,15,10,15,7
K40_incid,3,15,12,18,7
K40_incid,3,15,14,16,7
K40_incid,3,15,16,15,7
K40_incid,3,15,18,15,7
K40_incid,3,15,20,14,7
K40_incid,3,20,2,19,7
K40_incid,3,20,4,17,7
K40_incid,3,20,6,15,7
K40_incid,3,20,8,15,7
K40_incid,3,20,10,16,7
K40_incid,3,20,12,15,7
K40_incid,3,20,14,15,7
K40_incid,3,20,16,14,7
K40_incid,3,20,18,14,7
K40_incid,3,20,20,14,7
K40_incid,3,25,2,21,7
K40_incid,3,25,4,15,7
K40_incid,3,25,6,15,7
K40_incid,3,25,8,15,7
K40_incid,3,25,10,14,7
K40_incid,3,25,12,14,7
K40_incid,3,25,14,17,7
K40_incid,3,25,16,15,7
K40_incid,3,25,18,15,7
K40_incid,3,25,20,14,7
K40_incid,3,30,2,15,7
K40_incid,3,30,4,14,7
K40_incid,3,30,6,14,7
K40_incid,3,30,8,13,7
K40_incid,3,30,10,14,7
K40_incid,3,30,12,14,7
K40_incid,3,30,14,13,7
K40_incid,3,30,16,13,7
K40_incid,3,30,18,13,7
K40_incid,3,30,20,13,7
K40_incid,3,35,2,17,7
K40_incid,3,35,4,14,7
K40_incid,3,35,6,11,7
K40_incid,3,35,8,11,7
K40_incid,3,35,10,10,7
K40_incid,3,35,12,10,7
K40_incid,3,35,14,10,7
K40_incid,3,35,16,10,7
K40_incid,3,35,18,10,7
K40_incid,3,35,20,10,7
K40_incid,3,40,2,8,5
K40_incid,3,40,4,7,5
K40_incid,3,40,6,7,5
K40_incid,3,40,8,7,5
K40_incid,3,40,10,7,5
K40_incid,3,40,12,7,5
K40_incid,3,40,14,7,5
K40_incid,3,40,16,7,5
K40_incid,3,40,18,7,5
K40_incid,3,40,20,7,5
K40_incid,4,5,2,28,14
K40_incid,4,5,4,23,12
K40_incid,4,5,6,21,10
K40_incid,4,5,8,23,12
K40_incid,4,5,10,23,10
K40_incid,4,5,12,21,10
K40_incid,4,5,14,22,10
K40_incid,4,5,16,23,12
K40_incid,4,5,18,20,9
K40_incid,4,5,20,20,9
K40_incid,4,10,2,27,13
K40_incid,4,10,4,25,12
K40_incid,4,10,6,23,12
K40_incid,4,10,8,23,10
K40_incid,4,10,10,24,12
K40_incid,4,10,12,21,10
K40_incid,4,10,14,23,12
K40_incid,4,10,16,20,9
K40_incid,4,10,18,21,10
K40_incid,4,10,20,21,10
K40_incid,4,15,2,27,14
K40_incid,4,15,4,27,14
K40_incid,4,15,6,26,14
K40_incid,4,15,8,24,12
K40_incid,4,15,10,22,10
K40_incid,4,15,12,26,14
K40_incid,4,15,14,22,10
K40_incid,4,15,16,22,10
K40_incid,4,15,18,22,10
K40_incid,4,15,20,22,10
K40_incid,4,20,2,22,13
K40_incid,4,20,4,22,13
K40_incid,4,20,6,21,12
K40_incid,4,20,8,21,12
K40_incid,4,20,10,21,12
K40_incid,4,20,12,19,10
K40_incid,4,20,14,19,10
K40_incid,4,20,16,21,12
K40_incid,4,20,18,20,12
K40_incid,4,20,20,19,11
K40_incid,4,25,2,21,14
K40_incid,4,25,4,19,12
K40_incid,4,25,6,19,12
K40_incid,4,25,8,17,10
K40_incid,4,25,10,17,10
K40_incid,4,25,12,19,12
K40_incid,4,25,14,19,12
K40_incid,4,25,16,16,9
K40_incid,4,25,18,16,9
K40_incid,4,25,20,16,9
K40_incid,4,30,2,19,13
K40_incid,4,30,4,18,12
K40_incid,4,30,6,18,12
K40_incid,4,30,8,18,12
K40_incid,4,30,10,18,12
K40_incid,4,30,12,16,10
K40_incid,4,30,14,16,10
K40_incid,4,30,16,16,10
K40_incid,4,30,18,16,10
K40_incid,4,30,20,16,10
K40_incid,4,35,2,17,12
K40_incid,4,35,4,17,12
K40_incid,4,35,6,15,10
K40_incid,4,35,8,15,10
K40_incid,4,35,10,15,10
K40_incid,4,35,12,15,10
K40_incid,4,35,14,15,10
K40_incid,4,35,16,15,10
K40_incid,4,35,18,15,10
K40_incid,4,35,20,15,10
K40_incid,4,40,2,10,8
K40_incid,4,40,4,10,8
K40_incid,4,40,6,10,8
K40_incid,4,40,8,10,8
K40_incid,4,40,10,10,8
K40_incid,4,40,12,10,8
K40_incid,4,40,14,10,8
K40_incid,4,40,16,10,8
K40_incid,4,40,18,10,8
K40_incid,4,40,20,10,8
K40_incid,5,5,2,49,38
K40_incid,5,5,4,41,32
K40_incid,5,5,6,41,32
K40_incid,5,5,8,38,29
K40_incid,5,5,10,25,17
K40_incid,5,5,12,36,27
K40_incid,5,5,14,24,16
K40_incid,5,5,16,26,18
K40_incid,5,5,18,27,19
K40_incid,5,5,20,22,14
K40_incid,5,10,2,35,22
K40_incid,5,10,4,32,19
K40_incid,5,10,6,27,19
K40_incid,5,10,8,28,19
K40_incid,5,10,10,28,19
K40_incid,5,10,12,23,16
K40_incid,5,10,14,25,18
K40_incid,5,10,16,25,18
K40_incid,5,10,18,22,15
K40_incid,5,10,20,23,16
K40_incid,5,15,2,43,36
K40_incid,5,15,4,33,25
K40_incid,5,15,6,29,22
K40_incid,5,15,8,26,20
K40_incid,5,15,10,22,17
K40_incid,5,15,12,27,20
K40_incid,5,15,14,30,23
K40_incid,5,15,16,22,16
K40_incid,5,15,18,21,16
K40_incid,5,15,20,22,17
K40_incid,5,20,2,31,22
K40_incid,5,20,4,25,21
K40_incid,5,20,6,23,19
K40_incid,5,20,8,22,17
K40_incid,5,20,10,25,19
K40_incid,5,20,12,20,16
K40_incid,5,20,14,20,16
K40_incid,5,20,16,21,17
K40_incid,5,20,18,21,17
K40_incid,5,20,20,21,17
K40_incid,5,25,2,40,34
K40_incid,5,25,4,32,28
K40_incid,5,25,6,23,19
K40_incid,5,25,8,24,20
K40_incid,5,25,10,21,17
K40_incid,5,25,12,22,18
K40_incid,5,25,14,24,20
K40_incid,5,25,16,23,19
K40_incid,5,25,18,20,16
K40_incid,5,25,20,18,14
K40_incid,5,30,2,26,22
K40_incid,5,30,4,24,19
K40_incid,5,30,6,25,20
K40_incid,5,30,8,23,18
K40_incid,5,30,10,24,19
K40_incid,5,30,12,24,19
K40_incid,5,30,14,20,16
K40_incid,5,30,16,20,16
K40_incid,5,30,18,20,16
K40_incid,5,30,20,20,16
K40_incid,5,35,2,29,27
K40_incid,5,35,4,28,25
K40_incid,5,35,6,28,25
K40_incid,5,35,8,26,23
K40_incid,5,35,10,20,17
K40_incid,5,35,12,20,17
K40_incid,5,35,14,20,17
K40_incid,5,35,16,20,17
K40_incid,5,35,18,20,17
K40_incid,5,35,20,20,17
K40_incid,5,40,2,12,10
K40_incid,5,40,4,11,9
K40_incid,5,40,6,11,9
K40_incid,5,40,8,11,9
K40_incid,5,40,10,11,9
K40_incid,5,40,12,11,9
K40_incid,5,40,14,11,9
K40_incid,5,40,16,11,9
K40_incid,5,40,18,11,9
K40_incid,5,40,20,11,9
K40_incid,6,5,2,36,22
K40_incid,6,5,4,35,22
K40_incid,6,5,6,29,17
K40_incid,6,5,8,30,19
K40_incid,6,5,10,25,16
K40_incid,6,5,12,27,16
K40_incid,6,5,14,22,16
K40_incid,6,5,16,22,16
K40_incid,6,5,18,23,16
K40_incid,6,5,20,21,15
K40_incid,6,10,2,35,24
K40_incid,6,10,4,27,18
K40_incid,6,10,6,25,16
K40_incid,6,10,8,24,16
K40_incid,6,10,10,24,15
K40_incid,6,10,12,22,15
K40_incid,6,10,14,22,16
K40_incid,6,10,16,22,14
K40_incid,6,10,18,21,14
K40_incid,6,10,20,22,14
K40_incid,6,15,2,30,20
K40_incid,6,15,4,25,16
K40_incid,6,15,6,23,16
K40_incid,6,15,8,24,16
K40_incid,6,15,10,22,15
K40_incid,6,15,12,23,16
K40_incid,6,15,14,22,14
K40_incid,6,15,16,22,14
K40_incid,6,15,18,22,15
K40_incid,6,15,20,22,15
K40_incid,6,20,2,29,22
K40_incid,6,20,4,27,20
K40_incid,6,20,6,26,20
K40_incid,6,20,8,19,15
K40_incid,6,20,10,21,15
K40_incid,6,20,12,21,17
K40_incid,6,20,14,19,15
K40_incid,6,20,16,19,15
K40_incid,6,20,18,19,15
K40_incid,6,20,20,20,15
K40_incid,6,25,2,25,19
K40_incid,6,25,4,24,19
K40_incid,6,25,6,20,16
K40_incid,6,25,8,20,16
K40_incid,6,25,10,18,15
K40_incid,6,25,12,18,15
K40_incid,6,25,14,18,15
K40_incid,6,25,16,19,15
K40_incid,6,25,18,17,14
K40_incid,6,25,20,17,14
K40_incid,6,30,2,28,22
K40_incid,6,30,4,21,16
K40_incid,6,30,6,20,15
K40_incid,6,30,8,19,15
K40_incid,6,30,10,20,15
K40_incid,6,30,12,19,14
K40_incid,6,30,14,18,14
K40_incid,6,30,16,18,14
K40_incid,6,30,18,18,14
K40_incid,6,30,20,18,14
K40_incid,6,35,2,23,19
K40_incid,6,35,4,18,15
K40_incid,6,35,6,20,16
K40_incid,6,35,8,18,15
K40_incid,6,35,10,18,15
K40_incid,6,35,12,18,15
K40_incid,6,35,14,18,15
K40_incid,6,35,16,18,15
K40_incid,6,35,18,18,15
K40_incid,6,35,20,18,15
K40_incid,6,40,2,15,11
K40_incid,6,40,4,15,11
K40_incid,6,40,6,15,11
K40_incid,6,40,8,15,11
K40_incid,6,40,10,15,11
K40_incid,6,40,12,15,11
K40_incid,6,40,14,15,11
K40_incid,6,40,16,15,11
K40_incid,6,40,18,15,11
K40_incid,6,40,20,15,11
K40_incid,7,5,2,12,9
K40_incid,7,5,4,12,9
K40_incid,7,5,6,12,9
K40_incid,7,5,8,12,9
K40_incid,7,5,10,12,9
K40_incid,7,5,12,12,9
K40_incid,7,5,14,12,9
K40_incid,7,5,16,12,9
K40_incid,7,5,18,12,9
K40_incid,7,5,20,12,9
K40_incid,7,10,2,12,9
K40_incid,7,10,4,12,9
K40_incid,7,10,6,12,9
K40_incid,7,10,8,12,9
K40_incid,7,10,10,12,9
K40_incid,7,10,12,12,9
K40_incid,7,10,14,12,9
K40_incid,7,10,16,12,9
K40_incid,7,10,18,12,9
K40_incid,7,10,20,12,9
K40_incid,7,15,2,12,9
K40_incid,7,15,4,12,9
K40_incid,7,15,6,12,9
K40_incid,7,15,8,12,9
K40_incid,7,15,10,12,9
K40_incid,7,15,12,12,9
K40_incid,7,15,14,12,9
K40_incid,7,15,16,12,9
K40_incid,7,15,18,12,9
K40_incid,7,15,20,12,9
K40_incid,7,20,2,12,9
K40_incid,7,20,4,12,9
K40_incid,7,20,6,12,9
K40_incid,7,20,8,12,9
K40_incid,7,20,10,12,9
K40_incid,7,20,12,12,9
K40_incid,7,20,14,12,9
K40_incid,7,20,16,12,9
K40_incid,7,20,18,12,9
K40_incid,7,20,20,12,9
K40_incid,7,25,2,11,9
K40_incid,7,25,4,11,9
K40_incid,7,25,6,11,9
K40_incid,7,25,8,11,9
K40_incid,7,25,10,11,9
K40_incid,7,25,12,11,9
K40_incid,7,25,14,11,9
K40_incid,7,25,16,11,9
K40_incid,7,25,18,11,9
K40_incid,7,25,20,11,9
K40_incid,7,30,2,11,9
K40_incid,7,30,4,11,9
K40_incid,7,30,6,11,9
K40_incid,7,30,8,11,9
K40_incid,7,30,10,11,9
K40_incid,7,30,12,11,9
K40_incid,7,30,14,11,9
K40_incid,7,30,16,11,9
K40_incid,7,30,18,11,9
K40_incid,7,30,20,11,9
K40_incid,7,35,2,10,9
K40_incid,7,35,4,10,9
K40_incid,7,35,6,10,9
K40_incid,7,35,8,10,9
K40_incid,7,35,10,10,9
K40_incid,7,35,12,10,9
K40_incid,7,35,14,10,9
K40_incid,7,35,16,10,9
K40_incid,7,35,18,10,9
K40_incid,7,35,20,10,9
K40_incid,7,40,2,9,9
K40_incid,7,40,4,9,9
K40_incid,7,40,6,9,9
K40_incid,7,40,8,9,9
K40_incid,7,40,10,9,9
K40_incid,7,40,12,9,9
K40_incid,7,40,14,9,9
K40_incid,7,40,16,9,9
K40_incid,7,40,18,9,9
K40_incid,7,40,20,9,9
K40_incid,8,5,2,24,14
K40_incid,8,5,4,21,13
K40_incid,8,5,6,21,13
K40_incid,8,5,8,21,13
K40_incid,8,5,10,19,11
K40_incid,8,5,12,19,12
K40_incid,8,5,14,18,11
K40_incid,8,5,16,20,12
K40_incid,8,5,18,18,11
K40_incid,8,5,20,17,10
K40_incid,8,10,2,19,13
K40_incid,8,10,4,19,13
K40_incid,8,10,6,17,12
K40_incid,8,10,8,17,12
K40_incid,8,10,10,17,12
K40_incid,8,10,12,16,11
K40_incid,8,10,14,18,12
K40_incid,8,10,16,16,11
K40_incid,8,10,18,15,10
K40_incid,8,10,20,16,11
K40_incid,8,15,2,20,14
K40_incid,8,15,4,18,13
K40_incid,8,15,6,17,13
K40_incid,8,15,8,17,13
K40_incid,8,15,10,16,11
K40_incid,8,15,12,17,13
K40_incid,8,15,14,15,11
K40_incid,8,15,16,15,11
K40_incid,8,15,18,15,11
K40_incid,8,15,20,16,11
K40_incid,8,20,2,18,13
K40_incid,8,20,4,17,12
K40_incid,8,20,6,17,12
K40_incid,8,20,8,16,11
K40_incid,8,20,10,16,12
K40_incid,8,20,12,15,11
K40_incid,8,20,14,15,11
K40_incid,8,20,16,16,11
K40_incid,8,20,18,17,12
K40_incid,8,20,20,16,12
K40_incid,8,25,2,18,14
K40_incid,8,25,4,16,13
K40_incid,8,25,6,15,12
K40_incid,8,25,8,14,12
K40_incid,8,25,10,14,11
K40_incid,8,25,12,15,12
K40_incid,8,25,14,15,13
K40_incid,8,25,16,13,11
K40_incid,8,25,18,12,10
K40_incid,8,25,20,12,10
K40_incid,8,30,2,16,13
K40_incid,8,30,4,16,13
K40_incid,8,30,6,15,12
K40_incid,8,30,8,15,12
K40_incid,8,30,10,14,12
K40_incid,8,30,12,14,12
K40_incid,8,30,14,13,11
K40_incid,8,30,16,13,11
K40_incid,8,30,18,13,11
K40_incid,8,30,20,13,11
K40_incid,8,35,2,16,13
K40_incid,8,35,4,15,13
K40_incid,8,35,6,14,12
K40_incid,8,35,8,13,11
K40_incid,8,35,10,13,11
K40_incid,8,35,12,13,11
K40_incid,8,35,14,13,11
K40_incid,8,35,16,13,11
K40_incid,8,35,18,13,11
K40_incid,8,35,20,13,11
K40_incid,8,40,2,10,9
K40_incid,8,40,4,10,9
K40_incid,8,40,6,10,9
K40_incid,8,40,8,10,9
K40_incid,8,40,10,10,9
K40_incid,8,40,12,10,9
K40_incid,8,40,14,10,9
K40_incid,8,40,16,10,9
K40_incid,8,40,18,10,9
K40_incid,8,40,20,10,9
K40_incid,9,5,2,22,12
K40_incid,9,5,4,22,12
K40_incid,9,5,6,22,11
K40_incid,9,5,8,21,10
K40_incid,9,5,10,21,10
K40_incid,9,5,12,22,11
K40_incid,9,5,14,21,10
K40_incid,9,5,16,21,10
K40_incid,9,5,18,22,11
K40_incid,9,5,20,20,9
K40_incid,9,10,2,25,14
K40_incid,9,10,4,20,11
K40_incid,9,10,6,23,14
K40_incid,9,10,8,20,11
K40_incid,9,10,10,23,14
K40_incid,9,10,12,19,10
K40_incid,9,10,14,19,10
K40_incid,9,10,16,20,11
K40_incid,9,10,18,18,9
K40_incid,9,10,20,18,9
K40_incid,9,15,2,18,12
K40_incid,9,15,4,17,10
K40_incid,9,15,6,17,11
K40_incid,9,15,8,17,10
K40_incid,9,15,10,17,10
K40_incid,9,15,12,17,10
K40_incid,9,15,14,16,9
K40_incid,9,15,16,16,9
K40_incid,9,15,18,17,10
K40_incid,9,15,20,17,10
K40_incid,9,20,2,22,14
K40_incid,9,20,4,22,14
K40_incid,9,20,6,18,10
K40_incid,9,20,8,16,10
K40_incid,9,20,10,20,14
K40_incid,9,20,12,17,9
K40_incid,9,20,14,16,10
K40_incid,9,20,16,16,10
K40_incid,9,20,18,16,10
K40_incid,9,20,20,20,14
K40_incid,9,25,2,16,12
K40_incid,9,25,4,16,12
K40_incid,9,25,6,15,10
K40_incid,9,25,8,16,12
K40_incid,9,25,10,15,10
K40_incid,9,25,12,15,10
K40_incid,9,25,14,15,10
K40_incid,9,25,16,16,11
K40_incid,9,25,18,14,9
K40_incid,9,25,20,14,9
K40_incid,9,30,2,20,14
K40_incid,9,30,4,15,11
K40_incid,9,30,6,15,11
K40_incid,9,30,8,14,10
K40_incid,9,30,10,18,14
K40_incid,9,30,12,15,11
K40_incid,9,30,14,13,9
K40_incid,9,30,16,13,9
K40_incid,9,30,18,13,9
K40_incid,9,30,20,13,9
K40_incid,9,35,2,14,11
K40_incid,9,35,4,13,10
K40_incid,9,35,6,14,11
K40_incid,9,35,8,13,10
K40_incid,9,35,10,13,10
K40_incid,9,35,12,13,10
K40_incid,9,35,14,13,10
K40_incid,9,35,16,13,10
K40_incid,9,35,18,13,10
K40_incid,9,35,20,13,10
K40_incid,9,40,2,14,13
K40_incid,9,40,4,14,13
K40_incid,9,40,6,14,13
K40_incid,9,40,8,14,13
K40_incid,9,40,10,14,13
K40_incid,9,40,12,14,13
K40_incid,9,40,14,14,13
K40_incid,9,40,16,14,13
K40_incid,9,40,18,14,13
K40_incid,9,40,20,14,13
K40_incid,10,5,2,29,17
K40_incid,10,5,4,29,17
K40_incid,10,5,6,28,17
K40_incid,10,5,8,22,13
K40_incid,10,5,10,21,13
K40_incid,10,5,12,28,17
K40_incid,10,5,14,23,13
K40_incid,10,5,16,21,13
K40_incid,10,5,18,25,17
K40_incid,10,5,20,21,13
K40_incid,10,10,2,29,15
K40_incid,10,10,4,23,13
K40_incid,10,10,6,25,13
K40_incid,10,10,8,22,13
K40_incid,10,10,10,26,13
K40_incid,10,10,12,21,13
K40_incid,10,10,14,21,13
K40_incid,10,10,16,21,13
K40_incid,10,10,18,22,13
K40_incid,10,10,20,22,13
K40_incid,10,15,2,29,17
K40_incid,10,15,4,23,13
K40_incid,10,15,6,22,13
K40_incid,10,15,8,22,13
K40_incid,10,15,10,21,13
K40_incid,10,15,12,21,13
K40_incid,10,15,14,22,13
K40_incid,10,15,16,22,13
K40_incid,10,15,18,22,13
K40_incid,10,15,20,21,13
K40_incid,10,20,2,26,13
K40_incid,10,20,4,26,13
K40_incid,10,20,6,22,13
K40_incid,10,20,8,22,13
K40_incid,10,20,10,25,13
K40_incid,10,20,12,22,13
K40_incid,10,20,14,21,13
K40_incid,10,20,16,21,13
K40_incid,10,20,18,21,13
K40_incid,10,20,20,24,13
K40_incid,10,25,2,25,17
K40_incid,10,25,4,25,17
K40_incid,10,25,6,20,13
K40_incid,10,25,8,24,17
K40_incid,10,25,10,19,13
K40_incid,10,25,12,19,13
K40_incid,10,25,14,19,13
K40_incid,10,25,16,23,17
K40_incid,10,25,18,19,13
K40_incid,10,25,20,19,13
K40_incid,10,30,2,23,13
K40_incid,10,30,4,20,13
K40_incid,10,30,6,20,13
K40_incid,10,30,8,20,13
K40_incid,10,30,10,23,13
K40_incid,10,30,12,20,13
K40_incid,10,30,14,20,13
K40_incid,10,30,16,20,13
K40_incid,10,30,18,20,13
K40_incid,10,30,20,20,13
K40_incid,10,35,2,21,17
K40_incid,10,35,4,17,13
K40_incid,10,35,6,21,17
K40_incid,10,35,8,17,13
K40_incid,10,35,10,17,13
K40_incid,10,35,12,17,13
K40_incid,10,35,14,17,13
K40_incid,10,35,16,17,13
K40_incid,10,35,18,17,13
K40_incid,10,35,20,17,13
K40_incid,10,40,2,15,10
K40_incid,10,40,4,15,10
K40_incid,10,40,6,15,10
K40_incid,10,40,8,15,10
K40_incid,10,40,10,15,10
K40_incid,10,40,12,15,10
K40_incid,10,40,14,15,10
K40_incid,10,40,16,15,10
K40_incid,10,40,18,15,10
K40_incid,10,40,20,15,10
K40_incid,11,5,2,38,25
K40_incid,11,5,4,27,17
K40_incid,11,5,6,31,20
K40_incid,11,5,8,24,15
K40_incid,11,5,10,28,19
K40_incid,11,5,12,25,15
K40_incid,11,5,14,23,14
K40_incid,11,5,16,24,15
K40_incid,11,5,18,27,18
K40_incid,11,5,20,22,14
K40_incid,11,10,2,30,22
K40_incid,11,10,4,28,20
K40_incid,11,10,6,28,20
K40_incid,11,10,8,24,14
K40_incid,11,10,10,25,15
K40_incid,11,10,12,26,19
K40_incid,11,10,14,26,16
K40_incid,11,10,16,24,14
K40_incid,11,10,18,22,14
K40_incid,11,10,20,22,14
K40_incid,11,15,2,32,25
K40_incid,11,15,4,29,23
